source,target,annotation
"However , there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases .","However , there are many problems with of asking carrier to tell his or her their of his relatives her diseases . their disease",A 6 7|||Prep|||with|||REQUIRED|||-NONE-|||0; A 7 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 10|||Prep||||||REQUIRED|||-NONE-|||0; A 15 18|||Pref|||their|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||relatives|||REQUIRED|||-NONE-|||0; A 22 25|||Pref|||their|||REQUIRED|||-NONE-|||0; A 25 26|||Nn|||disease|||REQUIRED|||-NONE-|||0
"Firstly , what is the range of the relatives ?","Firstly , what is the range of the relatives ?",NONE
"For example , does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother 's sister 's son 's daughter 's nephew ?","For example , does the carrier only need to tell their direct relatives like parents and brothers and sisters or does , he also need to tell relatives like his grandmother 's sister 's son 's daughter 's nephew ?","A 10 13|||Pref|||their|||REQUIRED|||-NONE-|||0; A 21 21|||Mec|||,|||REQUIRED|||-NONE-|||0"
"If you say only need to tell direct relatives , it will be against the fairness of law .","If you say they only need to tell direct relatives , it will be against the fairness of law .",A 3 3|||Pform|||they|||REQUIRED|||-NONE-|||0
Other relatives may have the same possibilities to have such kind of disease .,Other relatives may have the same possibility of having this kind of disease .,A 6 7|||Nn|||possibility|||REQUIRED|||-NONE-|||0; A 7 8|||Prep|||of|||REQUIRED|||-NONE-|||0; A 8 9|||Vform|||having|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||this|||REQUIRED|||-NONE-|||0
How can a law made by government exempt such a group of people from preparing to face their potetial disease ?,How can a law made by the government exempt such a group of people from preparing to face potential potetial disease ?,A 6 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||potential|||REQUIRED|||-NONE-|||0
"However , from the ethical point of view .",,A 0 9|||Sfrag||||||REQUIRED|||-NONE-|||0
"To the carrier himself of herself , he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder .","To the carrier himself or herself , they should have a feeling of resposiblity to tell his or their genetic disorder . about",A 4 5|||Mec|||or|||REQUIRED|||-NONE-|||0; A 7 10|||Pform|||they|||REQUIRED|||-NONE-|||0; A 18 21|||Pref|||their|||REQUIRED|||-NONE-|||0; A 22 22|||Prep|||about|||REQUIRED|||-NONE-|||0
"By doing this ,they may be able to save some lives of their relatives .","By doing this , they may be able to save the lives of their relatives .","A 3 4|||Mec|||, they|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0"
"It is because a carrier with bad gene may not necessary have those genetic disease , if they can have coresponding healthy lifestyle before the age that the gene 's function become stronger .","It is because a carrier with bad genes may not necessary get that genetic disease , if they can have a correspondingly healthy lifestyle before the age that the gene 's function become stronger .",A 7 8|||Nn|||genes|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||get|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||that|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet|||a correspondingly|||REQUIRED|||-NONE-|||0
A typical example is genetic caused hypertension .,A typical example is hypertension caused by genetics .,A 4 7|||WOinc|||hypertension caused by genetics|||REQUIRED|||-NONE-|||0
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension .,"Hypertension can be caused by genetic problems which make it harder to digest the fat and salt in blood which , can cause hypertension .","A 9 11|||ArtOrDet|||it|||REQUIRED|||-NONE-|||0; A 20 20|||Mec|||,|||REQUIRED|||-NONE-|||0"
People usually get this kind of hypertesion after they become adult .,People usually get this kind of hypertension after they become an adult .,A 6 7|||Mec|||hypertension|||REQUIRED|||-NONE-|||0; A 10 10|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
"However , if they already know they have a gene that may make them have higher possibilities to get hypertention .","However , if they already know they have a gene that may make them have a possibility to getting hypertension .",A 15 15|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||possibility|||REQUIRED|||-NONE-|||0; A 17 18|||Prep||||||REQUIRED|||-NONE-|||0; A 18 19|||Vform|||getting|||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||hypertension|||REQUIRED|||-NONE-|||0
They can build a daily habit to eat less salt and fat and thus to avoid hypertension .,They can build a daily habit to eat less salt and fat and thus to avoid hypertension .,NONE
"In a nutshell , our society ca n't push genetic problem carrier to tell his or her disease to his or her relatives but he or she should be willing to tell his or her relatives about his or her genetic problem .","In a nutshell , our society can not push genetic a problem carrier to talk about their disease to his or their he or she should they tell his or her relatives about his their problem . their",A 6 8|||Wtone|||can not|||REQUIRED|||-NONE-|||0; A 9 9|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||talk about|||REQUIRED|||-NONE-|||0; A 14 17|||Pref|||their|||REQUIRED|||-NONE-|||0; A 19 22|||Pref|||their|||REQUIRED|||-NONE-|||0; A 24 27|||Pref|||they|||REQUIRED|||-NONE-|||0; A 32 35|||Pref|||their|||REQUIRED|||-NONE-|||0; A 37 40|||Pref|||their|||REQUIRED|||-NONE-|||0
"By doing so , less of his or her beloved ones will suffer from the genetic problem .","By doing so , less of their beloved ones loved suffer from the genetic problem .",A 6 9|||Pref|||their|||REQUIRED|||-NONE-|||0; A 9 10|||Wform|||loved|||REQUIRED|||-NONE-|||0
"In the age of rapid technological advancement , a lot of medical breakthroughs are made possible .","In an age of rapid technological advancement , a lot of medical breakthroughs have been made possible .",A 1 2|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||have been|||REQUIRED|||-NONE-|||0
Genetic testing is made possible and available for one 's decision to undergo .,Genetic testing is made possible and available for one decision to decide undergo .,A 9 10|||Pform||||||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||to decide|||REQUIRED|||-NONE-|||0
It is able to detect the illnesses or diseases and even a child 's parentage .,It is able to detect illnesses or diseases and even a child 's parentage .,A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"However , it will become a controversial issue as it becomes a dilemma for a carrier of a known genetic risk to inform his or her relatives .","However , it will become a controversial issue when it becomes a dilemma for a carrier of a known genetic risk to inform their relatives .",A 8 9|||Prep|||when|||REQUIRED|||-NONE-|||0; A 23 26|||Pref|||their|||REQUIRED|||-NONE-|||0
"If the knowledge of the genetic risk was to be shared within the family or relatives , there might have chances for them to have it in their blood , which they may do necessary precautions to prevent .","If the knowledge of the genetic risk was to be shared with the family or relatives , there might be a chance of them have having in their blood , which they may could necessary the precautions to prevent .",A 11 12|||Prep|||with|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||be|||REQUIRED|||-NONE-|||0; A 20 21|||Wform|||a chance|||REQUIRED|||-NONE-|||0; A 21 22|||Prep|||of|||REQUIRED|||-NONE-|||0; A 23 24|||Prep||||||REQUIRED|||-NONE-|||0; A 24 25|||Vform|||having|||REQUIRED|||-NONE-|||0; A 32 33|||Vm|||could|||REQUIRED|||-NONE-|||0; A 34 34|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
"But , if it is a terminal disease as a genetic disease , most of the relatives will be disheartened upon having the knowledge about it .","But , if the genetic disease is a terminal disease , most of the relatives will be disheartened upon having the knowledge about it . to have of",A 3 11|||WOinc|||the genetic disease is a terminal|||REQUIRED|||-NONE-|||0; A 20 21|||Prep|||to|||REQUIRED|||-NONE-|||0; A 21 22|||Vform|||have|||REQUIRED|||-NONE-|||0; A 22 23|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 24 25|||Prep|||of|||REQUIRED|||-NONE-|||0
"Therefore , some carriers will have the opinion of keeping it as a secret .","Therefore , some carriers will be of the opinion of keeping it a secret .",A 5 6|||Wci|||be of|||REQUIRED|||-NONE-|||0; A 11 12|||Prep||||||REQUIRED|||-NONE-|||0
This essay will discuss about whether a carrier of a known genetic risk should tell his or her relatives or not .,This essay will discuss whether a carrier of a known genetic risk should tell his their or not .,A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 15 18|||Pref|||their|||REQUIRED|||-NONE-|||0
Some said that the genetic risk that is found in a person should be kept secret because it is considered as a personal information which should be kept confidential .,Some say that genetic risk that is found in a person should be kept secret because it is considered as to be information which should be kept confidential .,A 1 2|||Vt|||say|||REQUIRED|||-NONE-|||0; A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 20 22|||V0|||to be|||REQUIRED|||-NONE-|||0
Most patients will be depressed after realising his or her conditions .,Most patients will be depressed after discovering their conditions . condition,A 6 7|||Wci|||discovering|||REQUIRED|||-NONE-|||0; A 7 10|||Pref|||their|||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||condition|||REQUIRED|||-NONE-|||0
"If one has a genetic disease after the test , he or she might not wish to inform the relatives as he might ended up dishearten his extended family .","If one has a genetic disease after the test , they might not wish to inform the relatives their he might ended up end his disheartening family .",A 10 13|||Pref|||they|||REQUIRED|||-NONE-|||0; A 18 19|||Pref|||their|||REQUIRED|||-NONE-|||0; A 23 24|||Vt|||end|||REQUIRED|||-NONE-|||0; A 25 26|||Vform|||disheartening|||REQUIRED|||-NONE-|||0
Some will wish to keep it to themselves and hope to ensure that they will not bring in any pessimism into their family .,Some will wish to keep it to themselves in the of ensuring ensure that they will not in any pessimism into their family .,A 8 9|||Prep|||in|||REQUIRED|||-NONE-|||0; A 9 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||of|||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||ensuring|||REQUIRED|||-NONE-|||0; A 17 18|||Prep||||||REQUIRED|||-NONE-|||0
"Furthermore , some will wish not to become a burden of anyone as seeking medical attention is relatively costly .","Furthermore , some will wish not to become a burden to anyone , as seeking medical attention is relatively costly .","A 10 11|||Prep|||to|||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0"
"Hence , some seen it as being considerate in keeping the genetic risk of getting the disease in confidential .","Hence , some see it as being considerate to keep the genetic risk of getting the disease confidential .",A 3 4|||SVA|||see|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||to|||REQUIRED|||-NONE-|||0; A 9 10|||Vform|||keep|||REQUIRED|||-NONE-|||0; A 17 18|||Prep||||||REQUIRED|||-NONE-|||0
"On the other hand , others may think that it will be considerate to tell the relatives because the latter will have a higher tendency of getting the same genetic risk .","On the other hand , others may think that it would be considerate to tell their relatives because the latter will have a higher likelihood of having the same genetic risk .",A 10 11|||Vm|||would|||REQUIRED|||-NONE-|||0; A 15 16|||Pref|||their|||REQUIRED|||-NONE-|||0; A 24 25|||Wci|||likelihood|||REQUIRED|||-NONE-|||0; A 26 27|||Wci|||having|||REQUIRED|||-NONE-|||0
"Hence , they will be able to seek help from medical specialists to find a cure or to do some measures to prevent the risk of getting the disease .","Hence , they will be able to seek help from medical specialists to find a cure , or take do some measures to prevent the risk of getting the disease .","A 16 16|||Mec|||,|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||take|||REQUIRED|||-NONE-|||0"
"Nevertheless , it will depend on what kind of genetic diseases , given in the context of current medical technology .","Nevertheless , this would depend on the kind of genetic disease , in the context of current medical technology .",A 2 3|||ArtOrDet|||this|||REQUIRED|||-NONE-|||0; A 3 4|||Vm|||would|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||disease|||REQUIRED|||-NONE-|||0; A 12 13|||Vform||||||REQUIRED|||-NONE-|||0
