source,target,annotation
It is better to let the other party know the fact than after the baby is born and certain type of genetic disease is found .,It is better to let the other party know the facts than after the baby born and type is found . a after it is born .,A 10 11|||Nn|||facts|||REQUIRED|||-NONE-|||0; A 12 12|||WOinc|||find|||REQUIRED|||-NONE-|||0; A 12 13|||WOinc||||||REQUIRED|||-NONE-|||0; A 15 15|||V0|||has|||REQUIRED|||-NONE-|||0; A 15 17|||WOinc||||||REQUIRED|||-NONE-|||0; A 17 18|||Trans||||||REQUIRED|||-NONE-|||0; A 18 21|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 21|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 23 23|||Vt|||after it is born .|||REQUIRED|||-NONE-|||0; A 23 26|||WOinc||||||REQUIRED|||-NONE-|||0
It is better for both parties to be honest .,It is better for both parties to be honest .,NONE
"Secondly , genetic disease has a close relationship with the born gene together with their daily habits .","Secondly , genetic diseases have a close relationship with the gene genes people are born their and daily habits .",A 3 4|||Nn|||diseases|||REQUIRED|||-NONE-|||0; A 4 5|||Vt|||have|||REQUIRED|||-NONE-|||0; A 10 11|||WOinc||||||REQUIRED|||-NONE-|||0; A 11 12|||Nn|||genes|||REQUIRED|||-NONE-|||0; A 12 13|||WOinc|||people are born|||REQUIRED|||-NONE-|||0; A 14 14|||Trans|||and|||REQUIRED|||-NONE-|||0
"For example , if a carrier is told that he/she has the risk to have diabetes .","For example , if a carrier is told that they are risk at of developing diabetes .",A 9 10|||Pform|||they|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||are|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 12|||Prep|||at|||REQUIRED|||-NONE-|||0; A 13 15|||Wci|||of developing|||REQUIRED|||-NONE-|||0
"In this case , the carrier can eat less candies and chocolates to prevent intake to much sugars , and at the same time , if the carrier tell this information to the relatives , it will be useful for them to know that they may have diabetes in the future becouse of related genes and they can perform the same exercise to intake less sugar to prevent the disease .","In this case , the carrier can eat fewer candies and chocolates to prevent the too intake sugar much sugars , and at the same time , if informs this information the their , it will would useful for them to know that they may have diabetes in the future becouse because related their genes and They can perform the same exercise of eating less sugar to prevent the disease .",A 8 9|||Wci|||fewer|||REQUIRED|||-NONE-|||0; A 14 14|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 15 15|||Prep|||of|||REQUIRED|||-NONE-|||0; A 15 16|||Mec|||too|||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||sugar|||REQUIRED|||-NONE-|||0; A 28 31|||Wci|||informs|||REQUIRED|||-NONE-|||0; A 31 32|||Prep||||||REQUIRED|||-NONE-|||0; A 32 33|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 36 37|||Vt|||would|||REQUIRED|||-NONE-|||0; A 51 52|||Mec|||because|||REQUIRED|||-NONE-|||0; A 53 53|||Pform|||their|||REQUIRED|||-NONE-|||0; A 55 55|||Srun|||.|||REQUIRED|||-NONE-|||0; A 55 56|||Trans||||||REQUIRED|||-NONE-|||0; A 56 57|||Mec|||They|||REQUIRED|||-NONE-|||0; A 62 63|||Prep|||of|||REQUIRED|||-NONE-|||0; A 63 64|||Wci|||eating|||REQUIRED|||-NONE-|||0
"Otherwise , if the other parties did not know , they may end up with to have diabete in the future without any prevention .","Otherwise , if other their relatives not know , they may end could with to have the future diabetes any prevention . intervention",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 4 6|||Wci|||their relatives|||REQUIRED|||-NONE-|||0; A 11 12|||Vm|||could|||REQUIRED|||-NONE-|||0; A 15 17|||Rloc-||||||REQUIRED|||-NONE-|||0; A 17 18|||Mec|||diabetes|||REQUIRED|||-NONE-|||0; A 23 24|||Wci|||intervention|||REQUIRED|||-NONE-|||0
"In conclusion , we could tell the benefits of telling genetic risk to the carriers relatives overweights the costs .","In conclusion , I would say the benefits of telling about risks carriers relatives overweights the outweigh .",A 3 4|||Pref|||I|||REQUIRED|||-NONE-|||0; A 4 5|||Vform|||would|||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||say|||REQUIRED|||-NONE-|||0; A 10 10|||WOinc|||the carrier 's relatives|||REQUIRED|||-NONE-|||0; A 10 10|||Prep|||about|||REQUIRED|||-NONE-|||0; A 11 12|||Nn|||risks|||REQUIRED|||-NONE-|||0; A 12 16|||WOinc||||||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||outweigh|||REQUIRED|||-NONE-|||0
"Therefore , it would be better for the carrier to be obligated to tell the information to the relatives , in order to let them know and prevent the potential disease through daily exercises .","Therefore , it would be better for the carrier to be obliged to inform to the , order their to let them know and prevent the potential to disease through daily exercises .",A 11 12|||Wci|||obliged|||REQUIRED|||-NONE-|||0; A 13 16|||Vform|||inform|||REQUIRED|||-NONE-|||0; A 16 17|||Prep||||||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 18|||Pform|||their|||REQUIRED|||-NONE-|||0; A 27 27|||Prep|||to|||REQUIRED|||-NONE-|||0
"Among all kinds of different diseases , a large amount of different kinds of disorders are caused by genetic reasons .","Among all the kinds of different diseases , a number amount kinds of are caused by reasons",A 2 2|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 9 10|||Wci|||number|||REQUIRED|||-NONE-|||0; A 11 13|||Rloc-||||||REQUIRED|||-NONE-|||0; A 13 14|||Prep||||||REQUIRED|||-NONE-|||0; A 16 17|||Rloc-||||||REQUIRED|||-NONE-|||0; A 17 18|||Prep||||||REQUIRED|||-NONE-|||0; A 19 20|||Rloc-||||||REQUIRED|||-NONE-|||0
Genetic disorder may or may not be hirataged hereditary disease and it is sometimes hard to find out one has these kinds of diseases .,Genetic disorders may or may not be hereditary disease diseases it is sometimes hard difficult find out one whether has these kinds of diseases .,A 1 2|||Nn|||disorders|||REQUIRED|||-NONE-|||0; A 7 8|||Um||||||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||diseases|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||difficult|||REQUIRED|||-NONE-|||0; A 18 18|||Trans|||whether|||REQUIRED|||-NONE-|||0
It is a long time discussion that whether a carrier of a known genetic risk should be obligated to tell his or her relatives that his or her disease is caused by gene .,It is a long debated issue that a carrier of a known genetic risk should be obligated to obliged his or their his or her disease their gene . genetics,A 4 6|||Wci|||debated issue|||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 17 18|||Wci|||obliged|||REQUIRED|||-NONE-|||0; A 20 23|||Pform|||their|||REQUIRED|||-NONE-|||0; A 25 28|||Pform|||their|||REQUIRED|||-NONE-|||0; A 32 33|||Wform|||genetics|||REQUIRED|||-NONE-|||0
"From the legal aspect , the answer is no but from the ethical aspect , the answer should be yes .","From a legal aspect the answer is no but , from an ethical aspect the answer should be yes .","A 1 2|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 4 5|||Mec||||||REQUIRED|||-NONE-|||0; A 9 9|||Srun|||,|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 14 15|||Mec||||||REQUIRED|||-NONE-|||0"
We ca n't make a law to push a carrier of a known genetic risk to tell his or her relatives about his genetic problem .,We ca n't make a law to pushes a carrier with a known genetic risk to tell their relatives about his genetic their .,A 6 6|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||Vform|||pushes|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||with|||REQUIRED|||-NONE-|||0; A 17 20|||Pform|||their|||REQUIRED|||-NONE-|||0; A 22 23|||Pform|||their|||REQUIRED|||-NONE-|||0
It is immoral and impractical .,It is immoral and impractical .,NONE
"Firstly , someone having what kinds of disease belongs to his or her privacy .","Firstly , someone has that kind kinds of deserves to their privacy .",A 3 3|||Pform|||who|||REQUIRED|||-NONE-|||0; A 3 4|||Vform|||has|||REQUIRED|||-NONE-|||0; A 4 5|||ArtOrDet|||that|||REQUIRED|||-NONE-|||0; A 5 6|||Nn|||kind|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||deserves|||REQUIRED|||-NONE-|||0; A 9 10|||Prep||||||REQUIRED|||-NONE-|||0; A 10 13|||Pform|||their|||REQUIRED|||-NONE-|||0
Privicy protection belongs to one 's human rights .,The protection of privacy belongs is 's human rights . right,A 0 2|||WOinc|||The protection of privacy|||REQUIRED|||-NONE-|||0; A 2 3|||Wci|||is|||REQUIRED|||-NONE-|||0; A 3 4|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||right|||REQUIRED|||-NONE-|||0
If a law requires someone to tell others ' his or her privacy especially when the one is not willing to do so .,If a law required someone to tell others ' their privacy especially secrets the one not they are do so .,A 3 4|||Vform|||required|||REQUIRED|||-NONE-|||0; A 9 12|||Pform|||their|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||secrets|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||Pform|||they|||REQUIRED|||-NONE-|||0; A 17 18|||SVA|||are|||REQUIRED|||-NONE-|||0
It is againt his or her human rights and it is against the law 's spirit .,It would be againt their human rights and it is against would be law 's spirit of the law,A 1 2|||Vt|||would be|||REQUIRED|||-NONE-|||0; A 3 6|||Pform|||their|||REQUIRED|||-NONE-|||0; A 10 11|||Vt|||would be|||REQUIRED|||-NONE-|||0; A 13 16|||WOinc|||spirit of the law|||REQUIRED|||-NONE-|||0
The law 's spirit also include the fairness .,The law 's spirit also includes fairness .,A 5 6|||SVA|||includes|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0
What is the basic difference between genetic disorder and other disorders .,What are the basic differences between genetic disorders and other disorders .,A 1 2|||SVA|||are|||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||differences|||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||disorders|||REQUIRED|||-NONE-|||0
It is unfair to release a law only point to the genetic disorder .,It is unfair to create a law which points point the genetic disorders .,A 4 5|||Wci|||create|||REQUIRED|||-NONE-|||0; A 7 7|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 8 9|||SVA|||points|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||disorders|||REQUIRED|||-NONE-|||0
"In addition , it is impractical to make such a law .","In addition , it is impractical to make such a law .",NONE
A good law should be clear and easy to execute .,A good law should be clear and easy to execute .,NONE
"However , there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases .","However , there are many problems the of a with to tell his or her their of his relatives her diseases . their",A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||with|||REQUIRED|||-NONE-|||0; A 15 18|||Pform|||their|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||relatives|||REQUIRED|||-NONE-|||0; A 22 25|||Pform|||their|||REQUIRED|||-NONE-|||0
"Firstly , what is the range of the relatives ?","Firstly , what is the definition of relatives ?",A 5 6|||Wci|||definition|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"For example , does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother 's sister 's son 's daughter 's nephew ?","For example , does the carrier only need to tell their direct relatives like parents , and , and sisters or , do they also need to tell relatives like their grandmother 's sister 's son 's daughter 's nephew ?","A 10 13|||Pform|||their|||REQUIRED|||-NONE-|||0; A 15 15|||Srun|||,|||REQUIRED|||-NONE-|||0; A 17 18|||Trans|||,|||REQUIRED|||-NONE-|||0; A 21 21|||Srun|||,|||REQUIRED|||-NONE-|||0; A 22 23|||SVA|||do|||REQUIRED|||-NONE-|||0; A 23 24|||Pform|||they|||REQUIRED|||-NONE-|||0; A 30 31|||Pform|||their|||REQUIRED|||-NONE-|||0"
"If you say only need to tell direct relatives , it will be against the fairness of law .",If you say you that only need to tell direct relatives would it will be against the fairness of law .,A 3 3|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 3 3|||Pform|||you|||REQUIRED|||-NONE-|||0; A 11 12|||Vt|||would|||REQUIRED|||-NONE-|||0
Other relatives may have the same possibilities to have such kind of disease .,Other relatives may have the same possibility of getting of disease the,A 6 7|||Wform|||possibility|||REQUIRED|||-NONE-|||0; A 7 8|||Prep|||of|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||getting|||REQUIRED|||-NONE-|||0; A 9 11|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Prep||||||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
How can a law made by government exempt such a group of people from preparing to face their potetial disease ?,How can a law made by the government such this group of people from preparing to face their potetial disease ?,A 6 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||this|||REQUIRED|||-NONE-|||0
"However , from the ethical point of view .","However , from an ethical point of view .",A 3 4|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
"To the carrier himself of herself , he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder .",the carrier himself herself he should have feeling resposiblity tell his her their feel . a responsibility their about,A 0 1|||Prep||||||REQUIRED|||-NONE-|||0; A 3 4|||Rloc-||||||REQUIRED|||-NONE-|||0; A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 5 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Prep||||||REQUIRED|||-NONE-|||0; A 9 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Rloc-||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 14|||Vform|||feel|||REQUIRED|||-NONE-|||0; A 14 15|||Prep||||||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet|||a responsibility|||REQUIRED|||-NONE-|||0; A 18 21|||Pform|||their|||REQUIRED|||-NONE-|||0; A 22 22|||Prep|||about|||REQUIRED|||-NONE-|||0
"By doing this ,they may be able to save some lives of their relatives .","By doing this , they may be able to save some the of lives of their relatives .","A 3 4|||Mec|||, they|||REQUIRED|||-NONE-|||0; A 10 10|||Prep|||of|||REQUIRED|||-NONE-|||0; A 10 10|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0"
"It is because a carrier with bad gene may not necessary have those genetic disease , if they can have coresponding healthy lifestyle before the age that the gene 's function become stronger .","a carrier with The gene may the not necessary have those get the , if they can have coresponding live the corresponding before the age that the gene 's function become stronger becomes",A 0 3|||Rloc-||||||REQUIRED|||-NONE-|||0; A 3 4|||ArtOrDet|||The|||REQUIRED|||-NONE-|||0; A 6 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||get|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||live|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet|||the corresponding|||REQUIRED|||-NONE-|||0; A 31 32|||SVA|||becomes|||REQUIRED|||-NONE-|||0
A typical example is genetic caused hypertension .,A typical example is genetically caused hypertension .,A 4 5|||Wform|||genetically|||REQUIRED|||-NONE-|||0
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension .,Hypertension can be caused by genetic problems which make carrier harder to the carrier for digest the fat and salt the cause hypertension .,A 9 9|||Pform|||it|||REQUIRED|||-NONE-|||0; A 9 11|||WOinc||||||REQUIRED|||-NONE-|||0; A 12 12|||Prep|||for|||REQUIRED|||-NONE-|||0; A 12 12|||WOinc|||the carrier|||REQUIRED|||-NONE-|||0; A 19 19|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 20 24|||Rloc-||||||REQUIRED|||-NONE-|||0
