Before Statements,After Statements,Error Correction,Generated Statements
We can't make a law to push a carrier of a known genetic risk to tell his or her relatives about his genetic problem.,We cannot make a law to push a carrier of a known genetic risk to tell his or her relatives about his genetic problem.,"[{'idx_src': [1, 2], 'idx_tgt': [1, 2], 'corr_type': 'Wtone'}]",We cannot make a law to require a carrier of a known genetic risk to inform his or her relatives about his or her genetic condition.
It is immoral and impractical.,It is immoral and impractical.,[],It is immoral and impractical.
"Firstly, someone having what kinds of disease belongs to his or her privacy.","Firstly, someone having any kind of disease belongs to his or her privacy.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}]","Firstly, what kind of disease someone has is a matter of their own privacy."
Privicy protection belongs to one's human rights.,Privicy protection belongs to one's human rights.,[],Privacy protection belongs to one's human rights.
If a law requires someone to tell others' his or her privacy especially when the one is not willing to do so.,If a law requires someone to tell others his or her privacy especially when one is not willing to do so.,"[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","If a law requires someone to reveal another person's private information, especially when the individual is not willing to do so."
It is againt his or her human rights and it is against the law's spirit.,it is against his or her human rights and it is against the law's spirit.,"[{'idx_src': [0, 1, 2], 'idx_tgt': [0, 1, 2], 'corr_type': 'Ssub'}]",It is against his or her human rights and it is against the law's spirit.
The law's spirit also include the fairness.,The law's spirit also includes fairness.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]",The law's spirit also includes the concept of fairness.
What is the basic difference between genetic disorder and other disorders.,What is the basic difference between genetic disorder and other disorders?,"[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]",What is the basic difference between genetic disorder and other disorders.
It is unfair to release a law only point to the genetic disorder.,It is unfair to release a law which only points to genetic disorder.,"[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Ssub'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'SVA'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]",It is unfair to release a law that only points to the genetic disorder.
"In addition, it is impractical to make such a law.","In addition, it is impractical to make such a law.",[],"In addition, it is impractical to make such a law."
A good law should be clear and easy to execute.,A good law should be clear and easy to execute.,[],A good law should be clear and easy to execute.
"However, there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases.","However, there are many problems againt the execution of asking a carrier to tell his or her relatives the cause of his or her diseases.","[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}]","However, there are many problems against the execution of asking a carrier to tell his or her relatives the cause of his or her disease."
"Firstly, what is the range of the relatives?","Firstly, what is the range of the relatives?",[],"Firstly, what is the range of the relatives?"
"For example, does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","For example, does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmothers sisters sons daughters and?","[{'idx_src': [31, 32], 'idx_tgt': [31], 'corr_type': 'Npos'}, {'idx_src': [33, 34], 'idx_tgt': [32], 'corr_type': 'Npos'}, {'idx_src': [35, 36], 'idx_tgt': [33], 'corr_type': 'Npos'}, {'idx_src': [37, 38], 'idx_tgt': [34], 'corr_type': 'Npos'}, {'idx_src': [39], 'idx_tgt': [35], 'corr_type': 'Trans'}]","For example, does the carrier only need to inform his or her immediate relatives, such as parents and siblings, or does he or she also need to inform more distant relatives, such as cousins or nieces and nephews?"
"If you say only need to tell direct relatives, it will be against the fairness of law.","If you say he needs to tell direct relatives, it will be against the fairness of the law.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Pref'}, {'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}]","If you say one only needs to tell direct relatives, it will be against the fairness of the law."
Other relatives may have the same possibilities to have such kind of disease.,Other relatives may have the same possibilities of developing a disease.,"[{'idx_src': [7, 8], 'idx_tgt': [7, 8], 'corr_type': 'Wci'}, {'idx_src': [9, 10, 11], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}]",Other relatives may have the same possibility of having such a disease.
How can a law made by government exempt such a group of people from preparing to face their potetial disease?,How can a law made by government exempt such a group of people from preparing to face their potential disease?,"[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}]",How can a law made by the government exempt such a group of people from preparing to face their potential disease?
"However, from the ethical point of view.","However, from the ethical point of view,","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}]","However, from the ethical point of view."
"To the carrier himself of herself, he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.","too the carrier himself of herself, he or she should have a feeling of responsibility to tell his or her relatives their genetic disorder.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Mec'}]","To the carrier themselves, he or she should have a feeling of responsibility to tell his or her relatives their genetic disorder."
"By doing this,they may be able to save some lives of their relatives.","By doing this,they may be able to save some lives of their relatives.",[],"By doing this, they may be able to save some lives of their relatives."
"It is because a carrier with bad gene may not necessary have those genetic disease, if they can have coresponding healthy lifestyle before the age that the gene's function become stronger.","It is because a carrier with bad genes may not necessary have those genetic diseases, if they can have a corresponding healthy lifestyle before the age that the gene's function becomes stronger.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}, {'idx_src': [20], 'idx_tgt': [20, 21], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [32], 'corr_type': 'SVA'}]","It is because a carrier with a bad gene may not necessarily have those genetic diseases, if they can have corresponding healthy lifestyles before the age at which the gene's function becomes stronger."
A typical example is genetic caused hypertension.,A typical example is genetically caused by hypertension.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Prep'}]",A typical example is hypertension caused by genetics.
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension.,Hypertension can be caused by genetic problems which make it harder to digest the fat and salt in blood.,"[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Pref'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20, 21, 22, 23], 'idx_tgt': [], 'corr_type': 'Ssub'}]","Hypertension can be caused by genetic problems, which make the carrier more susceptible to digesting fat and salt in the bloodstream, ultimately leading to hypertension."
