source,target,annotation
"If the knowledge of the genetic risk was to be shared within the family or relatives , there might have chances for them to have it in their blood , which they may do necessary precautions to prevent .","If the knowledge of genetic risk was is within the family with relatives , there might have chances for be to have it in their blood , which they also may necessary precautions force them to take prevent .",A 4 5|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 10|||Vt|||is|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||with|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||be|||REQUIRED|||-NONE-|||0; A 29 29|||Trans|||also|||REQUIRED|||-NONE-|||0; A 31 32|||Pref||||||REQUIRED|||-NONE-|||0; A 33 34|||Wci|||force them to take|||REQUIRED|||-NONE-|||0; A 36 38|||Rloc-||||||REQUIRED|||-NONE-|||0
"But , if it is a terminal disease as a genetic disease , most of the relatives will be disheartened upon having the knowledge about it .","But , if it is a terminal disease as a genetic disease , most of the relatives will be disheartened upon receiving the news about it .",A 21 22|||Wci|||receiving|||REQUIRED|||-NONE-|||0; A 23 24|||Wci|||news|||REQUIRED|||-NONE-|||0
"Therefore , some carriers will have the opinion of keeping it as a secret .","Therefore , some carriers will prefer to keep it as a secret .",A 5 10|||Wci|||prefer to keep|||REQUIRED|||-NONE-|||0
This essay will discuss about whether a carrier of a known genetic risk should tell his or her relatives or not .,This essay will discuss whether a carrier of a known genetic risk should tell his or her relatives or not .,A 4 5|||Prep||||||REQUIRED|||-NONE-|||0
Some said that the genetic risk that is found in a person should be kept secret because it is considered as a personal information which should be kept confidential .,Some say that the genetic risk that is found in a person should be kept secret because it is considered as personal personal information which should be kept confidential .,A 1 2|||Vt|||say|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet|||personal|||REQUIRED|||-NONE-|||0
Most patients will be depressed after realising his or her conditions .,Most patients will be depressed after discovering their conditions . condition,A 6 7|||Wci|||discovering|||REQUIRED|||-NONE-|||0; A 7 10|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||condition|||REQUIRED|||-NONE-|||0
"If one has a genetic disease after the test , he or she might not wish to inform the relatives as he might ended up dishearten his extended family .","If one has a genetic disease after the test , he or she might not wish to inform the relatives as he might end up disheartening his extended family .",A 23 24|||Vt|||end|||REQUIRED|||-NONE-|||0; A 25 26|||Vform|||disheartening|||REQUIRED|||-NONE-|||0
Some will wish to keep it to themselves and hope to ensure that they will not bring in any pessimism into their family .,Some will wish to keep it to themselves and hope to ensure that they will not bring in any pessimism into their family .,NONE
"Furthermore , some will wish not to become a burden of anyone as seeking medical attention is relatively costly .","Furthermore , some will wish not to become a burden to anyone as seeking medical attention is relatively costly .",A 10 11|||Prep|||to|||REQUIRED|||-NONE-|||0
"Hence , some seen it as being considerate in keeping the genetic risk of getting the disease in confidential .","Hence , some see it as being considerate in keeping the genetic risk of getting the disease confidential .",A 3 4|||Vt|||see|||REQUIRED|||-NONE-|||0; A 17 18|||Prep||||||REQUIRED|||-NONE-|||0
"On the other hand , others may think that it will be considerate to tell the relatives because the latter will have a higher tendency of getting the same genetic risk .","On the other hand , others may think that it is considerate to tell the relatives because the latter will have a higher tendency of getting the same genetic risk .",A 10 12|||Vt|||is|||REQUIRED|||-NONE-|||0
"Hence , they will be able to seek help from medical specialists to find a cure or to do some measures to prevent the risk of getting the disease .","Hence , they will be able to seek help from medical specialists to find a cure or to take some measures to prevent the risk of getting the disease .",A 18 19|||Wci|||take|||REQUIRED|||-NONE-|||0
"Nevertheless , it will depend on what kind of genetic diseases , given in the context of current medical technology .","Nevertheless , it depends on what kind of genetic diseases , given are present the context of current medical technology .",A 3 5|||Vt|||depends|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||are present|||REQUIRED|||-NONE-|||0
"For example , breast cancer is a genetic disease and it can be cured if it is being realised in the early stage .","For example , breast cancer is a genetic disease and it can be cured if it is realised discovered the early stage stages",A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||discovered|||REQUIRED|||-NONE-|||0; A 22 23|||Nn|||stages|||REQUIRED|||-NONE-|||0
"Hence , with the knowledge of having genetic risk , the relatives of this genetic disease will do a medical check-up , which might save them in realising it at a earlier stage .","Hence , with the knowledge of having genetic risk , the relatives of person with genetic disease will do a medical check-up , which might aid them in realising it at an earlier stage .",A 13 14|||Others|||person with|||REQUIRED|||-NONE-|||0; A 24 25|||Wci|||aid|||REQUIRED|||-NONE-|||0; A 30 31|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
"In conclusion , it will be considerate to inform the risk of getting the same genetic disease to the relatives .","In conclusion , it will be considerate to inform the risk of getting the same genetic disease to the relatives .",NONE
"Although there might be a lot of challenges along the way in seeking medical attention , such as financial issue , everyone should be given the rights of knowing their family 's inherented medical conditions .","Although there might be a lot of challenges along the way in seeking medical attention , such as financial issues , everyone should be given the right to know their family 's inherented medical inherited .",A 19 20|||Nn|||issues|||REQUIRED|||-NONE-|||0; A 26 29|||Wci|||right to know|||REQUIRED|||-NONE-|||0; A 32 33|||Mec|||inherited|||REQUIRED|||-NONE-|||0
"However , some think that it might be better for those who are ignorant about it and will continue leading a happy life .","However , some think that it might be better for relatives to remain ignorant about it and because they continue leading a happy life .",A 10 11|||Pref|||relatives|||REQUIRED|||-NONE-|||0; A 11 13|||Ssub|||to remain|||REQUIRED|||-NONE-|||0; A 16 17|||Trans|||because|||REQUIRED|||-NONE-|||0; A 17 17|||Pref|||they|||REQUIRED|||-NONE-|||0
"In addition , some may think that even knowing about having genetic risk of the disease , it will just adding on to their misery as there is nothing that they can do about it .","In addition , some may think that even knowing about having genetic risk of disease , it just adding on add misery as there is nothing that they can do about it .",A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 17 18|||Pref||||||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||add|||REQUIRED|||-NONE-|||0; A 21 22|||Prep||||||REQUIRED|||-NONE-|||0
"All-in-all , it depends on individual and also the nature of the disease , but he or she should be obligated to inform the relatives if there are possibilities in curing or preventing it .","All-in-all , it depends on individuals and also the nature of the disease , but he or she should be obligated to inform the relatives if there are possibilities in curing or preventing it .",A 5 6|||Nn|||individuals|||REQUIRED|||-NONE-|||0
"Genectic testing is a personal decision , with the kowledge that there is a possiblity that one could be a carrier or not .",Having genetic testing can cause a difficult personal because a patient can be given with the kowledge that there is a possiblity that he or she could be a carrier .,A 0 1|||V0|||Having genetic|||REQUIRED|||-NONE-|||0; A 2 3|||Wci|||can cause|||REQUIRED|||-NONE-|||0; A 4 4|||Others|||difficult|||REQUIRED|||-NONE-|||0; A 6 7|||Ssub|||because a patient can be given|||REQUIRED|||-NONE-|||0; A 7 8|||Prep||||||REQUIRED|||-NONE-|||0; A 16 17|||Pref|||he or she|||REQUIRED|||-NONE-|||0; A 21 23|||Trans||||||REQUIRED|||-NONE-|||0
"Those who are born into a family with a history of genetic disease should be allowed to undergo genetic testing , even though if there is no risk at all .",Those who are born into a family with a history of genetic disease should be allowed to undergo genetic testing . to be sure that there is no risk at all .,A 20 21|||Mec|||.|||REQUIRED|||-NONE-|||0; A 21 24|||Sfrag|||to be sure that|||REQUIRED|||-NONE-|||0
Early pre-examination is healthy as it will cast away unwanted doubts and affect the psychological thoughts of those who are affected .,Early pre-examination is preferable as it will cast away unwanted doubts but will affect the psychological thoughts of those who are affected .,A 3 4|||Wci|||preferable|||REQUIRED|||-NONE-|||0; A 11 12|||Trans|||but|||REQUIRED|||-NONE-|||0; A 12 12|||Vt|||will|||REQUIRED|||-NONE-|||0
"For a genetic risk carrier , there should be choice given with regards to informing his/her relatives .","For a genetic risk carrier , there should be choice given with regards to informing his/her relatives .",NONE
"There should not be forced or obligied to do so , as it may negatively and drastically affect the emotions of the genetic risk carrier .","They should not be forced or obliged to do so , as it may negatively and drastically affect the emotions of the genetic risk carrier .",A 0 1|||Pform|||They|||REQUIRED|||-NONE-|||0; A 6 7|||Mec|||obliged|||REQUIRED|||-NONE-|||0
"With regard to this choice given , there must be some rules to regulate and exercise personal freedom of decision making .","With regard to this choice given , there must be some rules to regulate and exercise personal freedom of decision making .",NONE
"If the genetic risk carrier is a minor or a child , then most likely the decision of informing the relative should be made with the consideration of the patients parents or legal guardian .","If the genetic risk carrier is a minor , then most likely the decision of informing the relative should be made with the consideration of the patients parents or patient 's guardian .",A 8 11|||Wci||||||REQUIRED|||-NONE-|||0; A 29 30|||Npos|||patient 's|||REQUIRED|||-NONE-|||0
