source,target,annotation
Genetic disorder may or may not be hirataged hereditary disease and it is sometimes hard to find out one has these kinds of diseases .,"Genetic disorders may or may not be hereditary disease diseases , it is sometimes hard to find out one that has these kinds of disease .","A 1 2|||Nn|||disorders|||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||diseases ,|||REQUIRED|||-NONE-|||0; A 18 18|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 23 24|||Nn|||disease|||REQUIRED|||-NONE-|||0"
It is a long time discussion that whether a carrier of a known genetic risk should be obligated to tell his or her relatives that his or her disease is caused by gene .,It is a long-lasting discussion that whether a carrier of a known genetic risk should be obligated to tell his their that his or her a by gene . be the,A 3 5|||Wci|||long-lasting|||REQUIRED|||-NONE-|||0; A 20 23|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 25 28|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 29 29|||Vm|||may|||REQUIRED|||-NONE-|||0; A 29 30|||Vform|||be|||REQUIRED|||-NONE-|||0; A 32 32|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
"From the legal aspect , the answer is no but from the ethical aspect , the answer should be yes .","From a legal aspect , the answer is 'no ' , but from an ethical aspect , the answer should be 'yes ' .","A 1 2|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 8 9|||Mec|||'no ' ,|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||'yes '|||REQUIRED|||-NONE-|||0"
We ca n't make a law to push a carrier of a known genetic risk to tell his or her relatives about his genetic problem .,We can not make a law to push a carrier of a known genetic risk to tell his their about his genetic problem their,A 1 3|||Wtone|||can not|||REQUIRED|||-NONE-|||0; A 17 20|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 22 23|||Pform|||their|||REQUIRED|||-NONE-|||0
It is immoral and impractical .,It is immoral and impractical .,NONE
"Firstly , someone having what kinds of disease belongs to his or her privacy .","Firstly , someone having some kind of disease is a matter of privacy .",A 4 5|||Wci|||some|||REQUIRED|||-NONE-|||0; A 5 6|||Nn|||kind|||REQUIRED|||-NONE-|||0; A 8 9|||Others|||is a matter|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||of|||REQUIRED|||-NONE-|||0; A 10 13|||Rloc-||||||REQUIRED|||-NONE-|||0
Privicy protection belongs to one 's human rights .,Privacy protection belongs to one 's human rights .,A 0 1|||Mec|||Privacy|||REQUIRED|||-NONE-|||0
If a law requires someone to tell others ' his or her privacy especially when the one is not willing to do so .,"If a law requires someone to tell others his their especially when private details , one is willing they are so .","A 8 9|||Npos||||||REQUIRED|||-NONE-|||0; A 9 12|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||private details ,|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||Pref|||they|||REQUIRED|||-NONE-|||0; A 17 18|||Vform|||are|||REQUIRED|||-NONE-|||0"
It is againt his or her human rights and it is against the law 's spirit .,It is against their human rights and it is against the law 's spirit of the law,A 2 3|||Mec|||against|||REQUIRED|||-NONE-|||0; A 3 6|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 13 16|||Wci|||spirit of the law|||REQUIRED|||-NONE-|||0
The law 's spirit also include the fairness .,The spirit of the law also include the includes,A 1 4|||Wci|||spirit of the law|||REQUIRED|||-NONE-|||0; A 5 6|||SVA|||includes|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0
What is the basic difference between genetic disorder and other disorders .,What is the basic difference between genetic disorders and other disorders ?,A 7 8|||Nn|||disorders|||REQUIRED|||-NONE-|||0; A 11 12|||Mec|||?|||REQUIRED|||-NONE-|||0
It is unfair to release a law only point to the genetic disorder .,It is unfair to enact a law only relating to genetic disorder disorders,A 4 5|||Wci|||enact|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||relating|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||disorders|||REQUIRED|||-NONE-|||0
"In addition , it is impractical to make such a law .","In addition , it is impractical to make such a law .",NONE
A good law should be clear and easy to execute .,A good law should be clear and easy to execute .,NONE
"However , there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases .","However , there are many problems relating to the execution requiring asking a carrier to their her ralatives relatives cause of his their . disease",A 6 7|||Others|||relating|||REQUIRED|||-NONE-|||0; A 7 7|||Prep|||to|||REQUIRED|||-NONE-|||0; A 10 11|||Wci|||requiring|||REQUIRED|||-NONE-|||0; A 15 18|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||relatives|||REQUIRED|||-NONE-|||0; A 22 25|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 25 26|||Nn|||disease|||REQUIRED|||-NONE-|||0
"Firstly , what is the range of the relatives ?","Firstly , what is the distance to the relatives ?",A 5 6|||Wci|||distance|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||to|||REQUIRED|||-NONE-|||0
"For example , does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother 's sister 's son 's daughter 's nephew ?","For example , does the carrier only need to tell their direct relatives like and brothers and sisters or does he , do they to tell relatives like his grandmother their sister 's son 's daughter 's nephew ?","A 10 13|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 14 15|||Mec||||||REQUIRED|||-NONE-|||0; A 17 17|||Mec|||,|||REQUIRED|||-NONE-|||0; A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 21|||Mec|||,|||REQUIRED|||-NONE-|||0; A 22 23|||SVA|||do|||REQUIRED|||-NONE-|||0; A 23 24|||Pref|||they|||REQUIRED|||-NONE-|||0; A 30 31|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0"
"If you say only need to tell direct relatives , it will be against the fairness of law .","If you say you only need to tell direct relatives , it will be against the fairness of law .",A 3 3|||ArtOrDet|||you|||REQUIRED|||-NONE-|||0
Other relatives may have the same possibilities to have such kind of disease .,Other relatives may have the same possibilities of developing such disease . a,A 7 8|||Prep|||of|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||developing|||REQUIRED|||-NONE-|||0; A 10 12|||Rloc-||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
How can a law made by government exempt such a group of people from preparing to face their potetial disease ?,How can a law made by government exempt such a group of people from preparing to face a potential disease ?,A 17 18|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||potential|||REQUIRED|||-NONE-|||0
"However , from the ethical point of view .","However , from an ethical point of view .",A 3 4|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
"To the carrier himself of herself , he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder .","To the carrier themself , he of they a feeling of resposiblity to tell his responsibility her relatives their .",A 3 6|||Pref|||themself|||REQUIRED|||-NONE-|||0; A 7 10|||Pref|||they|||REQUIRED|||-NONE-|||0; A 15 16|||Mec|||responsibility|||REQUIRED|||-NONE-|||0; A 18 21|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0
"By doing this ,they may be able to save some lives of their relatives .","By doing this , they may be able to save the lives of their relatives .","A 3 4|||Mec|||, they|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0"
"It is because a carrier with bad gene may not necessary have those genetic disease , if they can have coresponding healthy lifestyle before the age that the gene 's function become stronger .","a carrier with A gene may a not necessary have necessarily develop , associated if can have coresponding lifestyle before age a that the gene 's function become stronger . becomes",A 0 3|||Rloc-||||||REQUIRED|||-NONE-|||0; A 3 4|||Mec|||A|||REQUIRED|||-NONE-|||0; A 6 6|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 10 11|||Wform|||necessarily|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||develop|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 13|||Others|||associated|||REQUIRED|||-NONE-|||0; A 15 16|||Mec||||||REQUIRED|||-NONE-|||0; A 18 19|||Rloc-||||||REQUIRED|||-NONE-|||0; A 20 21|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 21|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 31 32|||SVA|||becomes|||REQUIRED|||-NONE-|||0
A typical example is genetic caused hypertension .,A typical example is genetically-caused hypertension .,A 4 6|||Wform|||genetically-caused|||REQUIRED|||-NONE-|||0
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension .,Hypertension can be caused by genetic problems which make the carrier less able to dissolve fat and salt in blood which,A 11 12|||Wci|||less able|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||dissolve|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 20 24|||Rloc-||||||REQUIRED|||-NONE-|||0
People usually get this kind of hypertesion after they become adult .,People usually get this kind of hypertesion after they become an adult .,A 10 10|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
"However , if they already know they have a gene that may make them have higher possibilities to get hypertention .","However , if they already know they have a gene that may make them have higher possibilities of getting hypertention .",A 17 18|||Prep|||of|||REQUIRED|||-NONE-|||0; A 18 19|||Vform|||getting|||REQUIRED|||-NONE-|||0
They can build a daily habit to eat less salt and fat and thus to avoid hypertension .,"They can build a daily habit of eating less salt and fat , and to avoid hypertension .","A 6 7|||Prep|||of|||REQUIRED|||-NONE-|||0; A 7 8|||Vform|||eating|||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0; A 14 15|||Prep||||||REQUIRED|||-NONE-|||0"
"In a nutshell , our society ca n't push genetic problem carrier to tell his or her disease to his or her relatives but he or she should be willing to tell his or her relatives about his or her genetic problem .","In a nutshell , our society can not push genetic a risk to tell his their disease to his or their he or she , they to tell his or her relatives about their genetic problem . their","A 6 8|||Wtone|||can not|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 10 11|||Wci|||risk|||REQUIRED|||-NONE-|||0; A 14 14|||Prep|||of|||REQUIRED|||-NONE-|||0; A 14 17|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 19 22|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 23 23|||Mec|||,|||REQUIRED|||-NONE-|||0; A 24 27|||Pref|||they|||REQUIRED|||-NONE-|||0; A 32 35|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 37 40|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0"
"By doing so , less of his or her beloved ones will suffer from the genetic problem .","By doing so , fewer of their beloved ones loved suffer from the genetic problem .",A 4 5|||Wci|||fewer|||REQUIRED|||-NONE-|||0; A 6 9|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 9 10|||Wform|||loved|||REQUIRED|||-NONE-|||0
"In the age of rapid technological advancement , a lot of medical breakthroughs are made possible .","In the age of rapid technological advancement , a lot of medical breakthroughs are made possible .",NONE
Genetic testing is made possible and available for one 's decision to undergo .,Genetic testing is made possible and available for one decision to decide undergo .,A 9 10|||Npos||||||REQUIRED|||-NONE-|||0; A 10 11|||V0|||to decide|||REQUIRED|||-NONE-|||0
It is able to detect the illnesses or diseases and even a child 's parentage .,"It is possible to detect illnesses or and even , a child 's parentage .","A 2 3|||Wci|||possible|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||and|||REQUIRED|||-NONE-|||0; A 7 8|||Trans||||||REQUIRED|||-NONE-|||0; A 9 9|||Mec|||,|||REQUIRED|||-NONE-|||0"
"However , it will become a controversial issue as it becomes a dilemma for a carrier of a known genetic risk to inform his or her relatives .","However , it become becomes controversial issue as when carrier of a known genetic risk to inform his or her relatives whether has the dilemma of .",A 3 4|||Vform||||||REQUIRED|||-NONE-|||0; A 4 5|||SVA|||becomes|||REQUIRED|||-NONE-|||0; A 8 9|||Trans|||when|||REQUIRED|||-NONE-|||0; A 9 14|||WOinc||||||REQUIRED|||-NONE-|||0; A 21 21|||WOinc|||has the dilemma of|||REQUIRED|||-NONE-|||0; A 21 21|||Trans|||whether|||REQUIRED|||-NONE-|||0
"If the knowledge of the genetic risk was to be shared within the family or relatives , there might have chances for them to have it in their blood , which they may do necessary precautions to prevent .","If the knowledge of the genetic risk was to be shared with the family or relatives — there have is a chance that they it in their blood , which — do necessary precautions take prevent . the illness or disease",A 11 12|||Wci|||with|||REQUIRED|||-NONE-|||0; A 16 17|||Mec|||—|||REQUIRED|||-NONE-|||0; A 18 19|||Rloc-||||||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||is|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet|||a chance|||REQUIRED|||-NONE-|||0; A 21 22|||Prep|||that|||REQUIRED|||-NONE-|||0; A 22 23|||Pform|||they|||REQUIRED|||-NONE-|||0; A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0; A 29 30|||Mec|||—|||REQUIRED|||-NONE-|||0; A 30 31|||Rloc-||||||REQUIRED|||-NONE-|||0; A 33 34|||Wci|||take|||REQUIRED|||-NONE-|||0; A 38 38|||Others|||the illness or disease|||REQUIRED|||-NONE-|||0
"But , if it is a terminal disease as a genetic disease , most of the relatives will be disheartened upon having the knowledge about it .","But , if it is a terminal genetic disease , most of the relatives will be disheartened upon having the knowledge finding out",A 7 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 24|||Wci|||finding out|||REQUIRED|||-NONE-|||0
"Therefore , some carriers will have the opinion of keeping it as a secret .","Therefore , some carriers will decide of keeping to keep a secret .",A 5 8|||Wci|||decide|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||to|||REQUIRED|||-NONE-|||0; A 9 10|||Vform|||keep|||REQUIRED|||-NONE-|||0
