Before Statements,After Statements,Error Correction
We can't make a law to push a carrier of a known genetic risk to tell his or her relatives about his genetic problem.,We can not make a law to push a carrier of a known genetic risk to tell their relatives about their genetic problem.,"[{'idx_src': [1, 2], 'idx_tgt': [1, 2], 'corr_type': 'Wtone'}, {'idx_src': [17, 18, 19], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [22], 'idx_tgt': [20], 'corr_type': 'Pref'}]"
It is immoral and impractical.,It is immoral and impractical.,[]
"Firstly, someone having what kinds of disease belongs to his or her privacy.","Firstly, someone having some kind of disease is a matter of their own privacy.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [8, 9], 'idx_tgt': [8, 9, 10, 11], 'corr_type': 'Wci'}, {'idx_src': [10, 11, 12], 'idx_tgt': [12, 13], 'corr_type': 'Pref'}]"
Privicy protection belongs to one's human rights.,Privacy protection is part of one's human rights.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [2, 3], 'idx_tgt': [2, 3, 4], 'corr_type': 'Wci'}]"
If a law requires someone to tell others 'his or her privacy especially when the one is not willing to do so.,"If a law requires someone to tell others their private matters, especially when they are not willing to do so.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [9, 10, 11], 'idx_tgt': [8], 'corr_type': 'Pref'}, {'idx_src': [12], 'idx_tgt': [9, 10, 11], 'corr_type': 'Wci'}, {'idx_src': [15, 16], 'idx_tgt': [14], 'corr_type': 'Pform'}, {'idx_src': [17], 'idx_tgt': [15], 'corr_type': 'SVA'}]"
It is againt his or her human rights and it is against the law's spirit.,It is againt their human rights and it is against the law's spirit.,"[{'idx_src': [3, 4, 5], 'idx_tgt': [3], 'corr_type': 'Pref'}]"
The law's spirit also include the fairness.,The law's spirit also includes fairness.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
What is the basic difference between genetic disorder and other disorders.,What is the basic difference between genetic disorders and other disorders?,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
It is unfair to release a law only point to the genetic disorder.,It is unfair to release a law only pointing to genetic disorders.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vform'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"In addition, it is impractical to make such a law.","In addition, it is impractical to make such a law.",[]
A good law should be clear and easy to execute.,A good law should be clear and easy to execute.,[]
"However, there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases.","However, there are many problems with asking a carrier to tell their relatives the cause of their disease.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [7, 8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [15, 16, 17], 'idx_tgt': [12], 'corr_type': 'Pref'}, {'idx_src': [18], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [22, 23, 24], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [25], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
"Firstly, what is the range of the relatives?","Firstly, what is the range of the relatives?",[]
"For example, does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","For example, does the carrier only need to tell their direct relatives like parents and brothers and sisters, or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","[{'idx_src': [10, 11, 12], 'idx_tgt': [10], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
"If you say only need to tell direct relatives, it will be against the fairness of law.","If you say they only need to tell direct relatives, it will be against the fairness of law.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Pform'}]"
Other relatives may have the same possibilities to have such kind of disease.,Other relatives may have the same possibility of having this kind of disease.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vform'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}]"
How can a law made by government exempt such a group of people from preparing to face their potetial disease?,How can a law made by the government exempt such a group of people from preparing to face their potential disease?,"[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
"However, from the ethical point of view.",,"[{'idx_src': [0, 1, 2, 3, 4, 5, 6, 7, 8], 'idx_tgt': [], 'corr_type': 'Sfrag'}]"
"To the carrier himself of herself, he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.","To the carrier himself or herself, they should have a feeling of resposiblity to tell their relatives about their genetic disorder.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pform'}, {'idx_src': [18, 19, 20], 'idx_tgt': [16], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Prep'}]"
"By doing this, ,they may be able to save some lives of their relatives.","By doing this, they may be able to save the lives of their relatives.","[{'idx_src': [3], 'idx_tgt': [3, 4], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"It is because a carrier with bad gene may not necessary have those genetic disease, if they can have coresponding healthy lifestyle before the age that the gene's function become stronger.","It is because a carrier with bad genes may not necessary get that genetic disease, if they can have a correspondingly healthy lifestyle before the age that the gene's function become stronger.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [20, 21], 'corr_type': 'ArtOrDet'}]"
A typical example is genetic caused hypertension.,A typical example is hypertension caused by genetics.,"[{'idx_src': [4, 5, 6], 'idx_tgt': [4, 5, 6, 7], 'corr_type': 'WOinc'}]"
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension.,"Hypertension can be caused by genetic problems which make it harder to digest the fat and salt in blood, which can cause hypertension.","[{'idx_src': [9, 10], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
People usually get this kind of hypertesion after they become adult.,People usually get this kind of hypertension after they become an adult.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"However, if they already know they have a gene that may make them have higher possibilities to get hypertention.","However, if they already know they have a gene that may make them have a higher possibility getting hypertension.","[{'idx_src': [], 'idx_tgt': [15], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Vform'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
They can build a daily habit to eat less salt and fat and thus to avoid hypertension.,They can build a daily habit to eat less salt and fat and thus to avoid hypertension.,[]
"In a nutshell, our society can't push genetic problem carrier to tell his or her disease to his or her relatives but he or she should be willing to tell his or her relatives about his or her genetic problem.","In a nutshell, our society can not push a genetic problem carrier to talk about their disease to their relatives but they should be willing to tell their relatives about their genetic problem.","[{'idx_src': [6, 7], 'idx_tgt': [6, 7], 'corr_type': 'Wtone'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [13], 'idx_tgt': [14, 15], 'corr_type': 'Wci'}, {'idx_src': [14, 15, 16], 'idx_tgt': [16], 'corr_type': 'Pref'}, {'idx_src': [19, 20, 21], 'idx_tgt': [19], 'corr_type': 'Pref'}, {'idx_src': [24, 25, 26], 'idx_tgt': [22], 'corr_type': 'Pref'}, {'idx_src': [32, 33, 34], 'idx_tgt': [28], 'corr_type': 'Pref'}, {'idx_src': [37, 38, 39], 'idx_tgt': [31], 'corr_type': 'Pref'}]"
"By doing so, less of his or her beloved ones will suffer from the genetic problem.","By doing so, less of their loved ones will suffer from the genetic problem.","[{'idx_src': [6, 7, 8], 'idx_tgt': [6], 'corr_type': 'Pref'}, {'idx_src': [9], 'idx_tgt': [7], 'corr_type': 'Wform'}]"
"In the age of rapid technological advancement, a lot of medical breakthroughs are made possible.","In an age of rapid technological advancement, a lot of medical breakthroughs have been made possible.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [13], 'idx_tgt': [13, 14], 'corr_type': 'Wci'}]"
Genetic testing is made possible and available for one's decision to undergo.,Genetic testing is made possible and available for one to decide to undergo.,"[{'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Pform'}, {'idx_src': [10], 'idx_tgt': [9, 10], 'corr_type': 'Vform'}]"
It is able to detect the illnesses or diseases and even a child's parentage.,It is able to detect illnesses or diseases and even a child's parentage.,"[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"However, it will become a controversial issue as it becomes a dilemma for a carrier of a known genetic risk to inform his or her relatives.","However, it will become a controversial issue when it becomes a dilemma for a carrier of a known genetic risk to inform their relatives.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [23, 24, 25], 'idx_tgt': [23], 'corr_type': 'Pref'}]"
"If the knowledge of the genetic risk was to be shared within the family or relatives, there might have chances for them to have it in their blood, which they may do necessary precautions to prevent.","If the knowledge of the genetic risk was to be shared with the family or relatives, there might be a chance of them having it in their blood, which they could do the necessary precautions to prevent.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [20, 21], 'corr_type': 'Wform'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Vform'}, {'idx_src': [32], 'idx_tgt': [32], 'corr_type': 'Vm'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'ArtOrDet'}]"
"But, if it is a terminal disease as a genetic disease, most of the relatives will be disheartened upon having the knowledge about it.","But, if the genetic disease is a terminal disease, most of the relatives will be disheartened to have knowledge of it.","[{'idx_src': [3, 4, 5, 6, 7, 8, 9, 10], 'idx_tgt': [3, 4, 5, 6, 7, 8], 'corr_type': 'WOinc'}, {'idx_src': [20], 'idx_tgt': [18], 'corr_type': 'Prep'}, {'idx_src': [21], 'idx_tgt': [19], 'corr_type': 'Vform'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [21], 'corr_type': 'Prep'}]"
"Therefore, some carriers will have the opinion of keeping it as a secret.","Therefore, some carriers will be of the opinion of keeping it a secret.","[{'idx_src': [5], 'idx_tgt': [5, 6], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Prep'}]"
This essay will discuss about whether a carrier of a known genetic risk should tell his or her relatives or not.,This essay will discuss whether a carrier of a known genetic risk should tell their relatives or not.,"[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15, 16, 17], 'idx_tgt': [14], 'corr_type': 'Pref'}]"
Some said that the genetic risk that is found in a person should be kept secret because it is considered as a personal information which should be kept confidential.,Some say that genetic risk that is found in a person should be kept secret because it is considered to be personal information which should be kept confidential.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vt'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [20, 21], 'idx_tgt': [19, 20], 'corr_type': 'V0'}]"
Most patients will be depressed after realising his or her conditions.,Most patients will be depressed after discovering their condition.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [10], 'idx_tgt': [8], 'corr_type': 'Nn'}]"
"If one has a genetic disease after the test, he or she might not wish to inform the relatives as he might ended up dishearten his extended family.","If one has a genetic disease after the test, they might not wish to inform their relatives as he might end up disheartening his extended family.","[{'idx_src': [10, 11, 12], 'idx_tgt': [10], 'corr_type': 'Pref'}, {'idx_src': [18], 'idx_tgt': [16], 'corr_type': 'Pref'}, {'idx_src': [23], 'idx_tgt': [21], 'corr_type': 'Vt'}, {'idx_src': [25], 'idx_tgt': [23], 'corr_type': 'Vform'}]"
