Before Statements,After Statements,Error Correction
"In this case, the carrier can eat less candies and chocolates to prevent intake to much sugars, and at the same time, if the carrier tell this information to the relatives, it will be useful for them to know that they may have diabetes in the future becouse of related genes and they can perform the same exercise to intake less sugar to prevent the disease.","In this case, they can eat fewer candies and chocolates to prevent the intake of too much sugar. At the same time, if the carrier tells this information to their relatives, it will be useful for them to know that they may develop diabetes in the future because of related genes, and they can perform the same exercises to intake less sugar, and prevent the disease.","[{'idx_src': [4, 5], 'idx_tgt': [4], 'corr_type': 'Pref'}, {'idx_src': [8], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Nn'}, {'idx_src': [18, 19, 20], 'idx_tgt': [19, 20], 'corr_type': 'Sfrag'}, {'idx_src': [28], 'idx_tgt': [28], 'corr_type': 'SVA'}, {'idx_src': [32], 'idx_tgt': [32], 'corr_type': 'Pref'}, {'idx_src': [46], 'idx_tgt': [46], 'corr_type': 'Wci'}, {'idx_src': [51], 'idx_tgt': [51], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [55], 'corr_type': 'Mec'}, {'idx_src': [61], 'idx_tgt': [62], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [67], 'corr_type': 'Mec'}, {'idx_src': [66], 'idx_tgt': [68], 'corr_type': 'Trans'}]"
"Otherwise, if the other parties did not know, they may end up with to have diabete in the future without any prevention.","Otherwise, if the other parties did not know, they may end up with having diabetes in the future, without trying any preventions.","[{'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [15], 'corr_type': 'Vform'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'V0'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
"In conclusion, we could tell the benefits of telling genetic risk to the carriers relatives overweights the costs.","In conclusion, we can see that the benefits of telling carriers 'relatives about their genetic risk outweighs the disadvantages.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Vm'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Ssub'}, {'idx_src': [10, 11, 12, 13], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Npos'}, {'idx_src': [], 'idx_tgt': [14, 15, 16, 17], 'corr_type': 'WOinc'}, {'idx_src': [16], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [20], 'corr_type': 'Wci'}]"
"Therefore, it would be better for the carrier to be obligated to tell the information to the relatives, in order to let them know and prevent the potential disease through daily exercises.","Therefore, it would be better for the carrier to be obligated to tell the information to their relatives, in order to let them know and prevent the potential disease through daily exercise.","[{'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [33], 'idx_tgt': [33], 'corr_type': 'Nn'}]"
"Among all kinds of different diseases, a large amount of different kinds of disorders are caused by genetic reasons.","Among all kinds of different diseases, a large amount of disorders are caused by genetic reasons.","[{'idx_src': [11, 12, 13], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Genetic disorder may or may not be hirataged hereditary disease and it is sometimes hard to find out one has these kinds of diseases.,"Genetic disorders may or may not be hereditary diseases, and it is sometimes hard to find out that one has these kinds of disease.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [8, 9], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Ssub'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
It is a long time discussion that whether a carrier of a known genetic risk should be obligated to tell his or her relatives that his or her disease is caused by gene.,It is a long-lasting discussion that whether a carrier of a known genetic risk should be obligated to tell their relatives that a disease may be caused by the gene.,"[{'idx_src': [3, 4], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [20, 21, 22], 'idx_tgt': [19], 'corr_type': 'ArtOrDet'}, {'idx_src': [25, 26, 27], 'idx_tgt': [22], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Vm'}, {'idx_src': [29], 'idx_tgt': [25], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [28], 'corr_type': 'ArtOrDet'}]"
"From the legal aspect, the answer is no but from the ethical aspect, the answer should be yes.","From a legal aspect, the answer is 'no', but from an ethical aspect, the answer should be 'yes'.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [8, 9, 10], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [19], 'idx_tgt': [21, 22], 'corr_type': 'Mec'}]"
We can't make a law to push a carrier of a known genetic risk to tell his or her relatives about his genetic problem.,We can not make a law to push a carrier of a known genetic risk to tell their relatives about their genetic problem.,"[{'idx_src': [1, 2], 'idx_tgt': [1, 2], 'corr_type': 'Wtone'}, {'idx_src': [17, 18, 19], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [20], 'corr_type': 'Pform'}]"
It is immoral and impractical.,It is immoral and impractical.,[]
"Firstly, someone having what kinds of disease belongs to his or her privacy.","Firstly, someone having some kind of disease is a matter of privacy.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8, 9, 10], 'corr_type': 'Others'}, {'idx_src': [9], 'idx_tgt': [11], 'corr_type': 'Prep'}, {'idx_src': [10, 11, 12], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Privicy protection belongs to one's human rights.,Privacy protection belongs to one's human rights.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}]"
If a law requires someone to tell others 'his or her privacy especially when the one is not willing to do so.,"If a law requires someone to tell others their private details, especially when they are not willing to do so.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [9, 10, 11], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [9, 10, 11], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [17], 'idx_tgt': [15], 'corr_type': 'Vform'}]"
It is againt his or her human rights and it is against the law's spirit.,It is against their human rights and it is against the spirit of the law.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}, {'idx_src': [3, 4, 5], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [13, 14, 15], 'idx_tgt': [11, 12, 13, 14], 'corr_type': 'Wci'}]"
The law's spirit also include the fairness.,The spirit of the law also includes fairness.,"[{'idx_src': [1, 2, 3], 'idx_tgt': [1, 2, 3, 4], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
What is the basic difference between genetic disorder and other disorders.,What is the basic difference between genetic disorders and other disorders?,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
It is unfair to release a law only point to the genetic disorder.,It is unfair to enact a law only relating to genetic disorders.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"In addition, it is impractical to make such a law.","In addition, it is impractical to make such a law.",[]
A good law should be clear and easy to execute.,A good law should be clear and easy to execute.,[]
"However, there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases.","However, there are many problems relating to the execution of requiring a carrier to tell their relatives the cause of their disease.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [15, 16, 17], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [22, 23, 24], 'idx_tgt': [21], 'corr_type': 'ArtOrDet'}, {'idx_src': [25], 'idx_tgt': [22], 'corr_type': 'Nn'}]"
"Firstly, what is the range of the relatives?","Firstly, what is the distance to the relatives?","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}]"
"For example, does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","For example, does the carrier only need to tell their direct like parents, brothers and sisters, or do they also need to tell relatives like their grandmother's sister's son's daughter's nephew?","[{'idx_src': [10, 11, 12], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [20], 'corr_type': 'SVA'}, {'idx_src': [23], 'idx_tgt': [21], 'corr_type': 'Pref'}, {'idx_src': [30], 'idx_tgt': [28], 'corr_type': 'ArtOrDet'}]"
"If you say only need to tell direct relatives, it will be against the fairness of law.","If you say you only need to tell direct relatives, it will be against the fairness of law.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}]"
Other relatives may have the same possibilities to have such kind of disease.,Other relatives may have the same possibilities of developing such a.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [10, 11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
How can a law made by government exempt such a group of people from preparing to face their potetial disease?,How can a law made by government exempt such a group of people from preparing to face a potential disease?,"[{'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"However, from the ethical point of view.","However, from an ethical point of view.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}]"
"To the carrier himself of herself, he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.","To the carrier themself, they should have a feeling of responsibility to tell their relatives their genetic disorder.","[{'idx_src': [3, 4, 5], 'idx_tgt': [3], 'corr_type': 'Pref'}, {'idx_src': [7, 8, 9], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [15], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [18, 19, 20], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}]"
"By doing this, ,they may be able to save some lives of their relatives.","By doing this, they may be able to save the lives of their relatives.","[{'idx_src': [3], 'idx_tgt': [3, 4], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"It is because a carrier with bad gene may not necessary have those genetic disease, if they can have coresponding healthy lifestyle before the age that the gene's function become stronger.",A carrier with a bad gene may not necessarily develop associated genetic disease if they have a healthy lifestyle before the age that the gene's function becomes stronger.,"[{'idx_src': [0, 1, 2], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [3], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [8], 'corr_type': 'Wform'}, {'idx_src': [11], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Others'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [27], 'corr_type': 'SVA'}]"
A typical example is genetic caused hypertension.,A typical example is genetically-caused hypertension.,"[{'idx_src': [4, 5], 'idx_tgt': [4], 'corr_type': 'Wform'}]"
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension.,Hypertension can be caused by genetic problems which make the carrier less able to dissolve fat and salt in blood.,"[{'idx_src': [11], 'idx_tgt': [11, 12], 'corr_type': 'Wci'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [20, 21, 22, 23], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
People usually get this kind of hypertesion after they become adult.,People usually get this kind of hypertesion after they become an adult.,"[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"However, if they already know they have a gene that may make them have higher possibilities to get hypertention.","However, if they already know they have a gene that may make them have higher possibilities of getting hypertention.","[{'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Vform'}]"
They can build a daily habit to eat less salt and fat and thus to avoid hypertension.,"They can build a daily habit of eating less salt and fat, and thus avoid hypertension.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"In a nutshell, our society can't push genetic problem carrier to tell his or her disease to his or her relatives but he or she should be willing to tell his or her relatives about his or her genetic problem.","In a nutshell, our society can not push a risk carrier to tell of their disease to their relatives, but they should be willing to tell their relatives about their genetic problem.","[{'idx_src': [6, 7], 'idx_tgt': [6, 7], 'corr_type': 'Wtone'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [14, 15, 16], 'idx_tgt': [15], 'corr_type': 'ArtOrDet'}, {'idx_src': [19, 20, 21], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Mec'}, {'idx_src': [24, 25, 26], 'idx_tgt': [22], 'corr_type': 'Pref'}, {'idx_src': [32, 33, 34], 'idx_tgt': [28], 'corr_type': 'ArtOrDet'}, {'idx_src': [37, 38, 39], 'idx_tgt': [31], 'corr_type': 'ArtOrDet'}]"
