Before Statements,After Statements,Error Correction
"From the legal aspect, the answer is no but from the ethical aspect, the answer should be yes.","From a legal perspective, the answer is no but from an ethical perspective, the answer should be yes.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wform'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Vt'}]"
We can't make a law to push a carrier of a known genetic risk to tell his or her relatives about his genetic problem.,We can't make a law to force a carrier of a known genetic risk to tell his or her relatives about his genetic problem:,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Mec'}]"
It is immoral and impractical.,it is immoral and impractical.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}]"
"Firstly, someone having what kinds of disease belongs to his or her privacy.","Firstly, someone's type of disease is personally private.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Npos'}, {'idx_src': [3, 4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [8], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [9, 10, 11, 12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [8, 9], 'corr_type': 'Wci'}]"
Privicy protection belongs to one's human rights.,Privacy protection is a human right.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [4, 5], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [5], 'corr_type': 'Nn'}]"
If a law requires someone to tell others 'his or her privacy especially when the one is not willing to do so.,"If a law requires someone to tell others his or her private details, particularly when one is not willing to do so,","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [12], 'idx_tgt': [11, 12, 13], 'corr_type': 'Wci'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Mec'}]"
It is againt his or her human rights and it is against the law's spirit.,it violates his or her human rights and it is against the law's spirit.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wci'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The law's spirit also include the fairness.,The law's spirit also includes justice.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Vt'}]"
What is the basic difference between genetic disorder and other disorders.,What is the basic difference between a genetic disorder and other disorders?,"[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
It is unfair to release a law only point to the genetic disorder.,It is unfair to release a law only relevant to genetic disorders.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"In addition, it is impractical to make such a law.","In addition, it is impractical to make such a law;","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
A good law should be clear and easy to execute.,a good law should be clear and easy to execute.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}]"
"However, there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases.","However, there are many problems with asking a carrier to tell his or her relatives the cause of his or her diseases.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [7, 8, 9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [18], 'idx_tgt': [15], 'corr_type': 'Mec'}]"
"Firstly, what is the range of the relatives?","Firstly, what is the range of the relatives?",[]
"For example, does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","For example, does the carrier only need to tell his or her direct relatives like parents, brothers and sisters, or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","[{'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}]"
"If you say only need to tell direct relatives, it will be against the fairness of law.","If you suggest it is only necessary to tell direct relatives, it will be against the fairness of law, as","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [3, 4], 'corr_type': 'V0'}, {'idx_src': [4], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [20, 21], 'corr_type': 'Trans'}]"
Other relatives may have the same possibilities to have such kind of disease.,other relatives may have the same possibilities to have such kinds of disease.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Nn'}]"
How can a law made by government exempt such a group of people from preparing to face their potetial disease?,How can a law made by government omit such a group of people from preparing to face their potential disease?,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"However, from the ethical point of view.","However, from an ethical point of view.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}]"
"To the carrier himself of herself, he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.","To the carrier himself of herself, he or she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"By doing this, ,they may be able to save some lives of their relatives.","By doing this, ,they may be able to save some lives of their relatives.",[]
"It is because a carrier with bad gene may not necessary have those genetic disease, if they can have coresponding healthy lifestyle before the age that the gene's function become stronger.",It is because a carrier with a bad gene may not necessarily contract those genetic diseases if they can live the corresponding healthy lifestyle before the age that the gene's function become stronger.,"[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Wform'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Nn'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [20, 21], 'corr_type': 'ArtOrDet'}]"
A typical example is genetic caused hypertension.,A typical example is genetic caused hypertension.,[]
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension.,Hypertension can be caused by genetic problems which makes it harder for the carrier to digest the fat and salt in blood which can cause hypertension.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vform'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Pform'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [11, 12, 13], 'corr_type': 'Smod'}]"
People usually get this kind of hypertesion after they become adult.,People usually get this kind of hypertesion after they become adults.,"[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Nn'}]"
"However, if they already know they have a gene that may make them have higher possibilities to get hypertention.","However, if they already know they have a gene that may make them have higher possibilities to get hypertension.","[{'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Vt'}]"
They can build a daily habit to eat less salt and fat and thus to avoid hypertension.,They can build daily habits to eat less salt and fat and thus avoid hypertension.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"In a nutshell, our society can't push genetic problem carrier to tell his or her disease to his or her relatives but he or she should be willing to tell his or her relatives about his or her genetic problem.","In a nutshell, our society can't push carriers of genetic problems to tell his or her disease to his or her relatives. However, he or she should be willing to tell his or her relatives about his or her genetic problem.","[{'idx_src': [], 'idx_tgt': [9, 10], 'corr_type': 'WOadv'}, {'idx_src': [10], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Srun'}, {'idx_src': [23], 'idx_tgt': [25, 26], 'corr_type': 'Trans'}]"
"By doing so, less of his or her beloved ones will suffer from the genetic problem.","By doing so, less of his or her loved ones will suffer from the genetic problem.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wform'}]"
"In the age of rapid technological advancement, a lot of medical breakthroughs are made possible.","In the age of rapid technological advancement, many medical breakthroughs are possible.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Wtone'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Genetic testing is made possible and available for one's decision to undergo.,Genetic testing is made possible and available at one's decision.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [11, 12], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
It is able to detect the illnesses or diseases and even a child's parentage.,Testing can detect illnesses or diseases and even a child's parentage.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [2], 'idx_tgt': [1], 'corr_type': 'V0'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"However, it will become a controversial issue as it becomes a dilemma for a carrier of a known genetic risk to inform his or her relatives.","However, it will become a controversial issue as it becomes a dilemma for whether a carrier of a known genetic risk should inform his or her relatives.","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Trans'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'V0'}]"
"If the knowledge of the genetic risk was to be shared within the family or relatives, there might have chances for them to have it in their blood, which they may do necessary precautions to prevent.","If the knowledge of the genetic risk was to be shared with the family or relatives, and there might be chances for them to have it in their blood, they may adopt necessary precautions to prevent it.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Trans'}, {'idx_src': [19], 'idx_tgt': [20], 'corr_type': 'Wci'}, {'idx_src': [30], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [33], 'idx_tgt': [33], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [38], 'corr_type': 'Pref'}]"
"But, if it is a terminal disease as a genetic disease, most of the relatives will be disheartened upon having the knowledge about it.","However, if it is a terminal disease as a genetic disease, most of the relatives will be disheartened by learning the knowledge about it.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wtone'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Prep'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Wci'}]"
"Therefore, some carriers will have the opinion of keeping it as a secret.","Therefore, some carriers will have the opinion to keep it secret.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Vform'}, {'idx_src': [11, 12], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
This essay will discuss about whether a carrier of a known genetic risk should tell his or her relatives or not.,This essay will discuss whether a carrier of a known genetic risk should tell his or her relatives or not.,"[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Some said that the genetic risk that is found in a person should be kept secret because it is considered as a personal information which should be kept confidential.,Some have said that the genetic risk found in a person should be kept secret because it is considered as personal information which should be kept confidential.,"[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Vm'}, {'idx_src': [6, 7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
Most patients will be depressed after realising his or her conditions.,Most patients will be depressed after realising his or her conditions.,[]
"If one has a genetic disease after the test, he or she might not wish to inform the relatives as he might ended up dishearten his extended family.","If one has a genetic disease after the test, he or she might not wish to inform the relatives as he might dishearten his extended family.","[{'idx_src': [23, 24], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
