Before Statements,After Statements,Error Correction
"Firstly, someone having what kinds of disease belongs to his or her privacy.","Firstly, someone having a kind of disease is a matter of their privacy.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [5], 'idx_tgt': [4, 5], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8, 9, 10, 11], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [12], 'corr_type': 'Vt'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Privicy protection belongs to one's human rights.,Privacy protection is one's human right.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Nn'}]"
If a law requires someone to tell others 'his or her privacy especially when the one is not willing to do so.,"If a law requires someone to share with others their private information, especially when one is not willing to do so,","[{'idx_src': [6], 'idx_tgt': [6, 7], 'corr_type': 'Wci'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Pref'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [10, 11, 12], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [22, 23], 'idx_tgt': [21], 'corr_type': 'Sfrag'}]"
It is againt his or her human rights and it is against the law's spirit.,it is againt their human rights and it is against the law's spirit.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Pref'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The law's spirit also include the fairness.,The law's spirit also includes fairness.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
What is the basic difference between genetic disorder and other disorders.,What is the basic difference between genetic disorders and other disorders?,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
It is unfair to release a law only point to the genetic disorder.,It is unfair to release a law only pointing to the genetic disorder.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vform'}]"
"In addition, it is impractical to make such a law.","In addition, it is impractical to make such a law.",[]
A good law should be clear and easy to execute.,A good law should be clear and easy to execute.,[]
"However, there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases.","However, there are many problems with the execution of asking a carrier to tell their relatives the cause of their diseases.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [18], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [20], 'corr_type': 'Pref'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Firstly, what is the range of the relatives?","Firstly, what is the range of the relatives?",[]
"For example, does the carrier only need to tell his or her direct relatives like parents and brothers and sisters or does he also need to tell relatives like his grandmother's sister's son's daughter's nephew?","For example, does the carrier only need to tell their direct relatives like parents, brothers and sisters, or do they also need to tell relatives like his grandmother's sister's son's daughter's nephew?","[{'idx_src': [10, 11, 12], 'idx_tgt': [10], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'SVA'}, {'idx_src': [23], 'idx_tgt': [22], 'corr_type': 'Pref'}]"
"If you say only need to tell direct relatives, it will be against the fairness of law.","If you say they only need to tell direct relatives, it will be against the fairness of the law.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}]"
Other relatives may have the same possibilities to have such kind of disease.,Other relatives may have the same possibilities of having such kinds of disease.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vform'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Nn'}]"
How can a law made by government exempt such a group of people from preparing to face their potetial disease?,How can a law made by government exempt such a group of people from preparing to face their potential disease?,"[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"However, from the ethical point of view.","However, from the ethical point of view,","[{'idx_src': [7, 8], 'idx_tgt': [7], 'corr_type': 'Sfrag'}]"
"To the carrier himself of herself, he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.",the carrier themselves should have a feeling of responsibility to tell their relatives about their genetic disorder.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'Pref'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [5, 6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Prep'}]"
"By doing this, ,they may be able to save some lives of their relatives.","By doing this, they may be able to save the lives of some of their relatives.","[{'idx_src': [3], 'idx_tgt': [3, 4], 'corr_type': 'Mec'}, {'idx_src': [9, 10], 'idx_tgt': [10, 11, 12, 13], 'corr_type': 'WOinc'}]"
"It is because a carrier with bad gene may not necessary have those genetic disease, if they can have coresponding healthy lifestyle before the age that the gene's function become stronger.","Because a carrier with bad gene may not necessarily have those genetic diseases, they can have a corresponding healthy lifestyle before the age that the gene's function becomes stronger.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [2], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [20], 'idx_tgt': [17, 18], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [29], 'corr_type': 'SVA'}]"
A typical example is genetic caused hypertension.,A typical example is genetically caused hypertension.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}]"
Hypertension can be caused by genetic problems which make the carrier harder to digest the fat and salt in blood which can cause hypertension.,"Hypertension can be caused by genetic problems which make it harder for the carrier to digest the fat and salt in blood, and this can can cause hypertension.","[{'idx_src': [9, 10, 11], 'idx_tgt': [9, 10, 11, 12, 13], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [23, 24, 25], 'corr_type': 'Prep'}]"
People usually get this kind of hypertesion after they become adult.,People usually get this kind of hypertension after they become an adult.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"However, if they already know they have a gene that may make them have higher possibilities to get hypertention.","However, if they already know they have a gene that may cause them to have a higher possibility of getting hypertension,","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [18], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [20], 'corr_type': 'Vform'}, {'idx_src': [19], 'idx_tgt': [21], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [22], 'corr_type': 'Sfrag'}]"
They can build a daily habit to eat less salt and fat and thus to avoid hypertension.,they can build a daily habit of eating less salt and fat and thus avoiding hypertension.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vform'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Vform'}]"
"In a nutshell, our society can't push genetic problem carrier to tell his or her disease to his or her relatives but he or she should be willing to tell his or her relatives about his or her genetic problem.","In a nutshell, our society can't push genetic problem carriers to tell their relatives about their disease but they should be willing to tell their relatives about their genetic problem.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [17], 'idx_tgt': [15], 'corr_type': 'WOinc'}, {'idx_src': [18], 'idx_tgt': [16], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [22], 'idx_tgt': [18], 'corr_type': 'WOinc'}, {'idx_src': [24], 'idx_tgt': [20], 'corr_type': 'Pref'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [32], 'idx_tgt': [26], 'corr_type': 'Pref'}, {'idx_src': [33], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [34], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [37], 'idx_tgt': [29], 'corr_type': 'Pref'}, {'idx_src': [38], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [39], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"By doing so, less of his or her beloved ones will suffer from the genetic problem.","By doing so, less of their beloved ones will suffer from the genetic problem.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Pref'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"In the age of rapid technological advancement, a lot of medical breakthroughs are made possible.","In the age of rapid technological advancement, a lot of medical breakthroughs have been made possible.","[{'idx_src': [13], 'idx_tgt': [13, 14], 'corr_type': 'Vt'}]"
Genetic testing is made possible and available for one's decision to undergo.,Genetic testing is made possible and available for one's decision to undergo.,[]
It is able to detect the illnesses or diseases and even a child's parentage.,It is able to detect illnesses or diseases and even a child's parentage.,"[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"However, it will become a controversial issue as it becomes a dilemma for a carrier of a known genetic risk to inform his or her relatives.","However, it will become a controversial issue as it becomes a dilemma for a carrier of a known genetic risk to inform their relatives.","[{'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Pref'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"If the knowledge of the genetic risk was to be shared within the family or relatives, there might have chances for them to have it in their blood, which they may do necessary precautions to prevent.","If the knowledge of the genetic risk was to be shared with the family or relatives, and there might be a chance that they have it in their blood, they may carry out necessary precautions to prevent it.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Trans'}, {'idx_src': [19], 'idx_tgt': [20], 'corr_type': 'Wci'}, {'idx_src': [20], 'idx_tgt': [21, 22], 'corr_type': 'Nn'}, {'idx_src': [21], 'idx_tgt': [23], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [24], 'corr_type': 'Pform'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [30], 'idx_tgt': [], 'corr_type': 'Ssub'}, {'idx_src': [33], 'idx_tgt': [33, 34], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [39], 'corr_type': 'Others'}]"
